691346, 5.14745e+06
691357, 5.14744e+06
691381, 5.14743e+06
691399, 5.14743e+06
691417, 5.14742e+06
691432, 5.14742e+06
691473, 5.14741e+06
691501, 5.1474e+06
691509, 5.14739e+06
691507, 5.14738e+06
691508, 5.14737e+06
691507, 5.14737e+06
691499, 5.14737e+06
691495, 5.14736e+06
691485, 5.14736e+06
691471, 5.14736e+06
691450, 5.14735e+06
691434, 5.14735e+06
691418, 5.14736e+06
691398, 5.14736e+06
691382, 5.14737e+06
691367, 5.14737e+06
691362, 5.14737e+06
691354, 5.14737e+06
691345, 5.14736e+06
691339, 5.14735e+06
691333, 5.14735e+06
691323, 5.14735e+06
691308, 5.14735e+06
691296, 5.14735e+06
691288, 5.14735e+06
691286, 5.14737e+06
691283, 5.14738e+06
691282, 5.14739e+06
691292, 5.14738e+06
691297, 5.14738e+06
691306, 5.14738e+06
691314, 5.14738e+06
691324, 5.14738e+06
691328, 5.14739e+06
691329, 5.1474e+06
691321, 5.1474e+06
691315, 5.14741e+06
691312, 5.14741e+06
691304, 5.14741e+06
691291, 5.14741e+06
691288, 5.14741e+06
691282, 5.14742e+06
691283, 5.14743e+06
691286, 5.14745e+06
691288, 5.14746e+06
691294, 5.14747e+06
691305, 5.14747e+06
691321, 5.14747e+06
691330, 5.14746e+06
691346, 5.14745e+06
